"No.","Time","Source","Destination","Protocol","Length","Info"
"1429","318.599974","204.79.197.239","10.3.10.101","TLSv1.2","183","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1430","318.600215","10.3.10.101","204.79.197.239","TCP","54","50527  >  443 [ACK] Seq=1761 Ack=5970 Win=65535 Len=0"
"1431","318.604407","10.3.10.101","204.79.197.239","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1432","318.604502","204.79.197.239","10.3.10.101","TCP","54","443  >  50527 [ACK] Seq=5970 Ack=1919 Win=64240 Len=0"
"1433","318.604678","10.3.10.101","204.79.197.239","TLSv1.2","153","Application Data"
"1434","318.604720","204.79.197.239","10.3.10.101","TCP","54","443  >  50527 [ACK] Seq=5970 Ack=2018 Win=64240 Len=0"
"1435","318.604892","10.3.10.101","204.79.197.239","TLSv1.2","405","Application Data"
"1436","318.604929","204.79.197.239","10.3.10.101","TCP","54","443  >  50527 [ACK] Seq=5970 Ack=2369 Win=64240 Len=0"
"1437","318.657519","204.79.197.239","10.3.10.101","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1438","318.657849","204.79.197.239","10.3.10.101","TLSv1.2","123","Application Data"
"1439","318.657987","10.3.10.101","204.79.197.239","TCP","54","50527  >  443 [ACK] Seq=2369 Ack=6381 Win=65124 Len=0"
"1440","318.658254","10.3.10.101","204.79.197.239","TLSv1.2","92","Application Data"
"1441","318.658289","204.79.197.239","10.3.10.101","TCP","54","443  >  50527 [ACK] Seq=6381 Ack=2407 Win=64240 Len=0"
"1442","318.714195","204.79.197.239","10.3.10.101","TLSv1.2","92","Application Data"
"1443","318.761216","10.3.10.101","204.79.197.239","TCP","54","50527  >  443 [ACK] Seq=2407 Ack=6419 Win=65086 Len=0"
"1444","318.899912","204.79.197.239","10.3.10.101","TLSv1.2","284","Application Data"
"1445","318.900134","204.79.197.239","10.3.10.101","TLSv1.2","92","Application Data"
"1446","318.900422","10.3.10.101","204.79.197.239","TCP","54","50527  >  443 [ACK] Seq=2407 Ack=6687 Win=64818 Len=0"
"1447","321.792836","10.3.10.1","10.3.10.101","DNS","337","Standard query response 0x028f A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.218.224.23 A 23.218.224.22 A 23.218.224.18 A 23.218.224.16 A 23.218.224.15 A 23.218.224.26 A 23.218.224.17 A 23.218.224.27 A 23.218.224.21"
"1448","326.040886","10.3.10.101","10.3.10.1","DNS","88","Standard query 0xf422 A www.wiresharkworkshop.online"
"1449","326.123788","10.3.10.1","10.3.10.101","DNS","118","Standard query response 0xf422 A www.wiresharkworkshop.online CNAME wiresharkworkshop.online A 203.161.44.208"
"1450","328.102518","10.3.10.101","203.161.44.208","TCP","66","50530  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1451","328.141910","52.153.155.231","10.3.10.101","TCP","1514","443  >  50518 [ACK] Seq=6268 Ack=2933 Win=64240 Len=1460 [TCP PDU reassembled in 1452]"
"1452","328.141920","52.153.155.231","10.3.10.101","TLSv1.3","205","Application Data"
"1453","328.142096","10.3.10.101","52.153.155.231","TCP","54","50518  >  443 [ACK] Seq=2933 Ack=7879 Win=65535 Len=0"
"1454","328.143768","10.3.10.101","52.153.155.231","TCP","54","50518  >  443 [FIN, ACK] Seq=2933 Ack=7879 Win=65535 Len=0"
"1455","328.143903","52.153.155.231","10.3.10.101","TCP","54","443  >  50518 [ACK] Seq=7879 Ack=2934 Win=64239 Len=0"
"1456","328.145422","10.3.10.101","52.153.155.231","TCP","66","50531  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1457","328.165936","203.161.44.208","10.3.10.101","TCP","58","80  >  50530 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1458","328.166174","10.3.10.101","203.161.44.208","TCP","54","50530  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1459","328.166572","10.3.10.101","203.161.44.208","HTTP","511","GET / HTTP/1.1 "
"1460","328.166672","203.161.44.208","10.3.10.101","TCP","54","80  >  50530 [ACK] Seq=1 Ack=458 Win=64240 Len=0"
"1461","328.192815","52.153.155.231","10.3.10.101","TCP","58","443  >  50531 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1462","328.193034","10.3.10.101","52.153.155.231","TCP","54","50531  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1463","328.193564","10.3.10.101","52.153.155.231","TCP","1514","50531  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1460 [TCP PDU reassembled in 1464]"
"1464","328.193572","10.3.10.101","52.153.155.231","TLSv1.3","426","Client Hello (SNI=api.edgeoffer.microsoft.com)"
"1465","328.193621","52.153.155.231","10.3.10.101","TCP","54","443  >  50531 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"1466","328.193662","52.153.155.231","10.3.10.101","TCP","54","443  >  50531 [ACK] Seq=1 Ack=1833 Win=64240 Len=0"
"1467","328.210888","52.153.155.231","10.3.10.101","TCP","54","443  >  50518 [FIN, PSH, ACK] Seq=7879 Ack=2934 Win=64239 Len=0"
"1468","328.211065","10.3.10.101","52.153.155.231","TCP","54","50518  >  443 [ACK] Seq=2934 Ack=7880 Win=65535 Len=0"
"1469","328.243586","203.161.44.208","10.3.10.101","HTTP","698","HTTP/1.1 200 OK  (text/html)"
"1470","328.284548","10.3.10.101","203.161.44.208","TCP","54","50530  >  80 [ACK] Seq=458 Ack=645 Win=64891 Len=0"
"1471","328.294551","10.3.10.101","203.161.44.208","HTTP","468","GET /favicon.ico HTTP/1.1 "
"1472","328.294762","203.161.44.208","10.3.10.101","TCP","54","80  >  50530 [ACK] Seq=645 Ack=872 Win=64240 Len=0"
"1473","328.343963","52.153.155.231","10.3.10.101","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"1474","328.345227","10.3.10.101","52.153.155.231","TLSv1.3","732","Change Cipher Spec, Client Hello (SNI=api.edgeoffer.microsoft.com)"
"1475","328.345312","52.153.155.231","10.3.10.101","TCP","54","443  >  50531 [ACK] Seq=100 Ack=2511 Win=64240 Len=0"
"1476","328.373162","203.161.44.208","10.3.10.101","HTTP","560","HTTP/1.1 404 Not Found  (text/html)"
"1477","328.407127","52.153.155.231","10.3.10.101","TLSv1.3","1514","Server Hello"
"1478","328.407138","52.153.155.231","10.3.10.101","TCP","1514","443  >  50531 [ACK] Seq=1560 Ack=2511 Win=64240 Len=1460 [TCP PDU reassembled in 1482]"
"1479","328.407144","52.153.155.231","10.3.10.101","TCP","1514","443  >  50531 [ACK] Seq=3020 Ack=2511 Win=64240 Len=1460 [TCP PDU reassembled in 1482]"
"1480","328.407149","52.153.155.231","10.3.10.101","TCP","1130","443  >  50531 [PSH, ACK] Seq=4480 Ack=2511 Win=64240 Len=1076 [TCP PDU reassembled in 1482]"
"1481","328.407690","10.3.10.101","52.153.155.231","TCP","54","50531  >  443 [ACK] Seq=2511 Ack=5556 Win=65535 Len=0"
"1482","328.414072","52.153.155.231","10.3.10.101","TLSv1.3","663","Application Data"
"1483","328.417615","10.3.10.101","52.153.155.231","TLSv1.3","128","Application Data"
"1484","328.417736","52.153.155.231","10.3.10.101","TCP","54","443  >  50531 [ACK] Seq=6165 Ack=2585 Win=64240 Len=0"
"1485","328.417969","10.3.10.101","52.153.155.231","TLSv1.3","528","Application Data"
"1486","328.418043","52.153.155.231","10.3.10.101","TCP","54","443  >  50531 [ACK] Seq=6165 Ack=3059 Win=64240 Len=0"
"1487","328.418724","10.3.10.101","203.161.44.208","TCP","54","50530  >  80 [ACK] Seq=872 Ack=1151 Win=64385 Len=0"
"1488","328.540355","52.153.155.231","10.3.10.101","TLSv1.3","157","Application Data"
"1489","328.587526","10.3.10.101","52.153.155.231","TCP","54","50531  >  443 [ACK] Seq=3059 Ack=6268 Win=64823 Len=0"
"1490","333.064834","206.123.152.51","10.3.10.101","TCP","74","3980  >  50507 [PSH, ACK] Seq=280 Ack=2565 Win=64240 Len=20"
"1491","333.066210","10.3.10.101","206.123.152.51","TCP","210","50507  >  3980 [PSH, ACK] Seq=2565 Ack=300 Win=65236 Len=156"
"1492","333.066303","206.123.152.51","10.3.10.101","TCP","54","3980  >  50507 [ACK] Seq=300 Ack=2721 Win=64240 Len=0"
"1493","333.435989","203.161.44.208","10.3.10.101","TCP","54","80  >  50530 [FIN, PSH, ACK] Seq=1151 Ack=872 Win=64240 Len=0"
"1494","333.436169","10.3.10.101","203.161.44.208","TCP","54","50530  >  80 [ACK] Seq=872 Ack=1152 Win=64385 Len=0"
"1495","340.818516","10.3.10.101","10.3.10.1","DNS","94","Standard query 0xa83d A edge-consumer-static.azureedge.net"
"1496","341.842204","10.3.10.101","10.3.10.1","DNS","94","Standard query 0x71ba A edge-consumer-static.azureedge.net"
"1497","344.898676","10.3.10.101","10.3.10.1","DNS","94","Standard query 0x6e59 A edge-consumer-static.azureedge.net"
"1498","344.962484","10.3.10.1","10.3.10.101","DNS","265","Standard query response 0x6e59 A edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0029.t-0009.t-msedge.net CNAME s-part-0029.t-0009.t-msedge.net A 13.107.246.57"
"1499","344.965769","10.3.10.101","13.107.246.57","TCP","66","50532  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1500","344.992814","13.107.246.57","10.3.10.101","TCP","58","443  >  50532 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1501","344.993196","10.3.10.101","13.107.246.57","TCP","54","50532  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1502","344.993891","10.3.10.101","13.107.246.57","TCP","1514","50532  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1460 [TCP PDU reassembled in 1503]"
"1503","344.993902","10.3.10.101","13.107.246.57","TLSv1.3","434","Client Hello (SNI=edge-consumer-static.azureedge.net)"
"1504","344.994003","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"1505","344.994034","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=1 Ack=1841 Win=64240 Len=0"
"1506","345.061998","13.107.246.57","10.3.10.101","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"1507","345.062864","10.3.10.101","13.107.246.57","TLSv1.3","708","Change Cipher Spec, Client Hello (SNI=edge-consumer-static.azureedge.net)"
"1508","345.062988","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=100 Ack=2495 Win=64240 Len=0"
"1509","345.103870","13.107.246.57","10.3.10.101","TLSv1.3","1418","Server Hello, Application Data"
"1510","345.104151","13.107.246.57","10.3.10.101","TCP","1418","443  >  50532 [PSH, ACK] Seq=1464 Ack=2495 Win=64240 Len=1364 [TCP PDU reassembled in 1514]"
"1511","345.104305","10.3.10.101","13.107.246.57","TCP","54","50532  >  443 [ACK] Seq=2495 Ack=2828 Win=65535 Len=0"
"1512","345.105861","13.107.246.57","10.3.10.101","TCP","1514","443  >  50532 [ACK] Seq=2828 Ack=2495 Win=64240 Len=1460 [TCP PDU reassembled in 1514]"
"1513","345.105869","13.107.246.57","10.3.10.101","TCP","1514","443  >  50532 [ACK] Seq=4288 Ack=2495 Win=64240 Len=1460 [TCP PDU reassembled in 1514]"
"1514","345.105893","13.107.246.57","10.3.10.101","TLSv1.3","1503","Application Data, Application Data, Application Data"
"1515","345.106054","10.3.10.101","13.107.246.57","TCP","54","50532  >  443 [ACK] Seq=2495 Ack=7197 Win=65535 Len=0"
"1516","345.108663","10.3.10.101","13.107.246.57","TLSv1.3","128","Application Data"
"1517","345.108744","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=7197 Ack=2569 Win=64240 Len=0"
"1518","345.108890","10.3.10.101","13.107.246.57","TLSv1.3","146","Application Data"
"1519","345.108957","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=7197 Ack=2661 Win=64240 Len=0"
"1520","345.109090","10.3.10.101","13.107.246.57","TLSv1.3","344","Application Data"
"1521","345.109133","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=7197 Ack=2951 Win=64240 Len=0"
"1522","345.136861","13.107.246.57","10.3.10.101","TLSv1.3","357","Application Data"
"1523","345.137143","13.107.246.57","10.3.10.101","TLSv1.3","357","Application Data"
"1524","345.137334","10.3.10.101","13.107.246.57","TCP","54","50532  >  443 [ACK] Seq=2951 Ack=7803 Win=64929 Len=0"
"1525","345.137456","13.107.246.57","10.3.10.101","TLSv1.3","116","Application Data"
"1526","345.138069","10.3.10.101","13.107.246.57","TLSv1.3","85","Application Data"
"1527","345.138209","13.107.246.57","10.3.10.101","TCP","54","443  >  50532 [ACK] Seq=7865 Ack=2982 Win=64240 Len=0"
"1528","345.160837","13.107.246.57","10.3.10.101","TLSv1.3","85","Application Data"
"1529","345.160899","13.107.246.57","10.3.10.101","TLSv1.3","533","Application Data"
"1530","345.161212","10.3.10.101","13.107.246.57","TCP","54","50532  >  443 [ACK] Seq=2982 Ack=8375 Win=64357 Len=0"
"1531","349.389558","10.3.10.1","10.3.10.101","DNS","265","Standard query response 0x71ba A edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0029.t-0009.t-msedge.net CNAME s-part-0029.t-0009.t-msedge.net A 13.107.246.57"
"1532","359.847725","10.3.10.101","23.218.224.18","TCP","55","[TCP Keep-Alive] 50525  >  443 [ACK] Seq=2589 Ack=5732 Win=65535 Len=1"
"1533","359.869117","10.3.10.101","204.79.197.239","TCP","55","[TCP Keep-Alive] 50524  >  443 [ACK] Seq=2585 Ack=6728 Win=64777 Len=1"
"1534","363.068527","206.123.152.51","10.3.10.101","TCP","74","3980  >  50507 [PSH, ACK] Seq=300 Ack=2721 Win=64240 Len=20"
"1535","363.070131","10.3.10.101","206.123.152.51","TCP","211","50507  >  3980 [PSH, ACK] Seq=2721 Ack=320 Win=65216 Len=157"
"1536","363.070254","206.123.152.51","10.3.10.101","TCP","54","3980  >  50507 [ACK] Seq=320 Ack=2878 Win=64240 Len=0"
"1537","363.535465","10.3.10.101","20.189.173.28","TCP","55","[TCP Keep-Alive] 50526  >  443 [ACK] Seq=9044 Ack=7305 Win=65535 Len=1"
"1538","363.900678","10.3.10.101","204.79.197.239","TCP","55","[TCP Keep-Alive] 50527  >  443 [ACK] Seq=2406 Ack=6687 Win=64818 Len=1"
"1539","370.836722","10.3.10.101","10.3.10.1","DNS","88","Standard query 0x856b A static.edge.microsoftapp.net"
"1540","371.053616","10.3.10.101","204.79.197.239","TCP","66","50533  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1541","371.317345","204.79.197.239","10.3.10.101","TCP","58","443  >  50533 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1542","371.317855","10.3.10.101","204.79.197.239","TCP","54","50533  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1543","371.318923","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1460 [TCP PDU reassembled in 1544]"
"1544","371.318936","10.3.10.101","204.79.197.239","TLSv1.2","322","Client Hello (SNI=edge.microsoft.com)"
"1545","371.319045","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"1546","371.319088","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=1 Ack=1729 Win=64240 Len=0"
"1547","371.857945","10.3.10.101","10.3.10.1","DNS","88","Standard query 0x4269 A static.edge.microsoftapp.net"
"1548","371.914412","10.3.10.1","10.3.10.101","DNS","316","Standard query response 0x4269 A static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0029.t-0009.t-msedge.net CNAME s-part-0029.t-0009.t-msedge.net A 13.107.246.57"
"1549","371.915792","10.3.10.101","13.107.246.57","TCP","66","50535  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1550","371.943597","13.107.246.57","10.3.10.101","TCP","58","443  >  50535 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1551","371.943893","10.3.10.101","13.107.246.57","TCP","54","50535  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1552","371.944540","10.3.10.101","13.107.246.57","TCP","1514","50535  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1460 [TCP PDU reassembled in 1553]"
"1553","371.944552","10.3.10.101","13.107.246.57","TLSv1.3","396","Client Hello (SNI=static.edge.microsoftapp.net)"
"1554","371.944678","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"1555","371.944710","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=1 Ack=1803 Win=64240 Len=0"
"1556","372.004237","10.3.10.1","10.3.10.101","DNS","155","Standard query response 0xa83d A edge-consumer-static.azureedge.net CNAME s-part-0029.t-0009.t-msedge.net A 13.107.246.57"
"1557","372.028809","204.79.197.239","10.3.10.101","TCP","1514","443  >  50533 [ACK] Seq=1 Ack=1729 Win=64240 Len=1460 [TCP PDU reassembled in 1578]"
"1558","372.028818","204.79.197.239","10.3.10.101","TCP","1514","443  >  50533 [ACK] Seq=1461 Ack=1729 Win=64240 Len=1460 [TCP PDU reassembled in 1578]"
"1559","372.028824","204.79.197.239","10.3.10.101","TCP","1262","443  >  50533 [PSH, ACK] Seq=2921 Ack=1729 Win=64240 Len=1208 [TCP PDU reassembled in 1578]"
"1560","372.029028","10.3.10.101","204.79.197.239","TCP","54","50533  >  443 [ACK] Seq=1729 Ack=4129 Win=65535 Len=0"
"1561","372.030700","13.107.246.57","10.3.10.101","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"1562","372.030712","204.79.197.239","10.3.10.101","TCP","1430","443  >  50533 [PSH, ACK] Seq=4129 Ack=1729 Win=64240 Len=1376 [TCP PDU reassembled in 1578]"
"1563","372.030883","10.3.10.101","204.79.197.239","TCP","54","50533  >  443 [ACK] Seq=1729 Ack=5505 Win=64159 Len=0"
"1564","372.031203","10.3.10.101","13.107.246.57","TLSv1.3","670","Change Cipher Spec, Client Hello (SNI=static.edge.microsoftapp.net)"
"1565","372.031250","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=100 Ack=2419 Win=64240 Len=0"
"1566","372.075585","13.107.246.57","10.3.10.101","TLSv1.3","1514","Server Hello, Application Data"
"1567","372.075595","13.107.246.57","10.3.10.101","TCP","1514","443  >  50535 [ACK] Seq=1560 Ack=2419 Win=64240 Len=1460 [TCP PDU reassembled in 1570]"
"1568","372.075601","13.107.246.57","10.3.10.101","TCP","1514","443  >  50535 [ACK] Seq=3020 Ack=2419 Win=64240 Len=1460 [TCP PDU reassembled in 1570]"
"1569","372.075607","13.107.246.57","10.3.10.101","TCP","1514","443  >  50535 [ACK] Seq=4480 Ack=2419 Win=64240 Len=1460 [TCP PDU reassembled in 1570]"
"1570","372.075612","13.107.246.57","10.3.10.101","TLSv1.3","1225","Application Data, Application Data, Application Data"
"1571","372.075847","10.3.10.101","13.107.246.57","TCP","54","50535  >  443 [ACK] Seq=2419 Ack=7111 Win=65535 Len=0"
"1572","372.079082","10.3.10.101","13.107.246.57","TLSv1.3","128","Application Data"
"1573","372.079167","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=7111 Ack=2493 Win=64240 Len=0"
"1574","372.079317","10.3.10.101","13.107.246.57","TLSv1.3","146","Application Data"
"1575","372.079383","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=7111 Ack=2585 Win=64240 Len=0"
"1576","372.079518","10.3.10.101","13.107.246.57","TLSv1.3","350","Application Data"
"1577","372.079558","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=7111 Ack=2881 Win=64240 Len=0"
"1578","372.088794","204.79.197.239","10.3.10.101","TLSv1.2","519","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1579","372.092907","10.3.10.101","204.79.197.239","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1580","372.093005","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=1887 Win=64240 Len=0"
"1581","372.093132","10.3.10.101","204.79.197.239","TLSv1.2","153","Application Data"
"1582","372.093173","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=1986 Win=64240 Len=0"
"1583","372.093386","10.3.10.101","204.79.197.239","TLSv1.2","1447","Application Data"
"1584","372.093466","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=3379 Win=64240 Len=0"
"1585","372.093533","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=3379 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1586","372.093540","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=4839 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1587","372.093544","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=6299 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1588","372.093548","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=7759 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1589","372.093551","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=9219 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1590","372.093555","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=10679 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1591","372.093559","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=12139 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1592","372.093562","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=13599 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1593","372.093566","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=15059 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1594","372.093569","10.3.10.101","204.79.197.239","TCP","1514","50533  >  443 [ACK] Seq=16519 Ack=5970 Win=65535 Len=1460 [TCP PDU reassembled in 1595]"
"1595","372.093573","10.3.10.101","204.79.197.239","TLSv1.2","87","Application Data"
"1596","372.093581","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=4839 Win=64240 Len=0"
"1597","372.093603","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=6299 Win=64240 Len=0"
"1598","372.093622","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=7759 Win=64240 Len=0"
"1599","372.093639","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=9219 Win=64240 Len=0"
"1600","372.093658","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=10679 Win=64240 Len=0"
"1601","372.093676","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=12139 Win=64240 Len=0"
"1602","372.093692","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=13599 Win=64240 Len=0"
"1603","372.093710","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=15059 Win=64240 Len=0"
"1604","372.093726","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=16519 Win=64240 Len=0"
"1605","372.093742","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=17979 Win=64240 Len=0"
"1606","372.093758","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=5970 Ack=18012 Win=64240 Len=0"
"1607","372.111252","13.107.246.57","10.3.10.101","TLSv1.3","722","Application Data, Application Data, Application Data"
"1608","372.111742","10.3.10.101","13.107.246.57","TLSv1.3","85","Application Data"
"1609","372.111812","13.107.246.57","10.3.10.101","TCP","54","443  >  50535 [ACK] Seq=7779 Ack=2912 Win=64240 Len=0"
"1610","372.157633","13.107.246.57","10.3.10.101","TLSv1.3","457","Application Data, Application Data"
"1611","372.161834","204.79.197.239","10.3.10.101","TLSv1.2","465","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message, Application Data"
"1612","372.162218","10.3.10.101","204.79.197.239","TLSv1.2","92","Application Data"
"1613","372.162253","204.79.197.239","10.3.10.101","TCP","54","443  >  50533 [ACK] Seq=6381 Ack=18050 Win=64240 Len=0"
"1614","372.163830","204.79.197.239","10.3.10.101","TLSv1.2","92","Application Data"
"1615","372.208895","10.3.10.101","204.79.197.239","TCP","54","50533  >  443 [ACK] Seq=18050 Ack=6419 Win=65086 Len=0"
"1616","372.209001","10.3.10.101","13.107.246.57","TCP","54","50535  >  443 [ACK] Seq=2912 Ack=8182 Win=64464 Len=0"
"1617","372.319593","10.3.10.101","204.79.197.239","TCP","66","50534  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1618","372.377809","204.79.197.239","10.3.10.101","TCP","58","443  >  50534 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1619","372.378113","10.3.10.101","204.79.197.239","TCP","54","50534  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1620","372.378820","10.3.10.101","204.79.197.239","TCP","1514","50534  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1460 [TCP PDU reassembled in 1621]"
"1621","372.378830","10.3.10.101","204.79.197.239","TLSv1.2","694","Client Hello (SNI=edge.microsoft.com)"
"1622","372.378925","204.79.197.239","10.3.10.101","TCP","54","443  >  50534 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"1623","372.378954","204.79.197.239","10.3.10.101","TCP","54","443  >  50534 [ACK] Seq=1 Ack=2101 Win=64240 Len=0"
"1624","372.482283","204.79.197.239","10.3.10.101","TLSv1.2","1514","Application Data"
"1625","372.482291","204.79.197.239","10.3.10.101","TLSv1.2","789","Application Data, Application Data"
"1626","372.482460","10.3.10.101","204.79.197.239","TCP","54","50533  >  443 [ACK] Seq=18050 Ack=8614 Win=65535 Len=0"
"1627","372.507883","204.79.197.239","10.3.10.101","TLSv1.2","208","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"1628","372.508321","10.3.10.101","204.79.197.239","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1629","372.508359","204.79.197.239","10.3.10.101","TCP","54","443  >  50534 [ACK] Seq=155 Ack=2152 Win=64240 Len=0"
"1630","372.568857","204.79.197.239","10.3.10.101","TLSv1.2","123","Application Data"
"1631","372.628478","10.3.10.101","204.79.197.239","TCP","54","50534  >  443 [ACK] Seq=2152 Ack=224 Win=65312 Len=0"
